,over_draft,credit_usage,credit_history,purpose,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
648,'>=200',24.0,'existing paid','new car','<100','4<=X<7',4.0,'male single',none,3.0,'no known property',38.0,bank,'for free',1.0,skilled,2.0,none,yes,1
649,'<0',12.0,'existing paid',education,'<100','1<=X<4',4.0,'male single',none,4.0,car,40.0,none,rent,1.0,'unskilled resident',2.0,none,yes,1
650,'<0',48.0,'existing paid',education,'<100','4<=X<7',4.0,'male single',none,1.0,'no known property',50.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
651,'0<=X<200',12.0,'existing paid',furniture/equipment,'<100','1<=X<4',4.0,'male single',none,2.0,'life insurance',37.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
652,'<0',24.0,'existing paid','new car','<100','>=7',4.0,'male single','co applicant',1.0,'real estate',45.0,none,own,1.0,skilled,1.0,none,yes,1
653,'0<=X<200',36.0,'delayed previously','new car','100<=X<500','>=7',2.0,'male single',none,4.0,car,42.0,none,own,4.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
654,'no checking',24.0,'critical/other existing credit','used car','<100','4<=X<7',4.0,'male single',none,3.0,car,35.0,none,own,2.0,skilled,1.0,yes,yes,0
655,'<0',14.0,'existing paid','new car','<100',unemployed,1.0,'male single',none,4.0,'no known property',22.0,none,'for free',1.0,skilled,1.0,none,yes,0
656,'0<=X<200',12.0,'existing paid','new car','<100','>=7',4.0,'male single',none,4.0,car,41.0,bank,own,1.0,'unskilled resident',2.0,none,yes,1
657,'no checking',48.0,'existing paid',radio/tv,'no known savings','4<=X<7',4.0,'male single',none,3.0,car,37.0,stores,own,1.0,skilled,1.0,yes,yes,0
658,'0<=X<200',30.0,'no credits/all paid',business,'<100','1<=X<4',2.0,'female div/dep/mar',none,1.0,car,28.0,none,own,2.0,skilled,1.0,none,yes,0
659,'0<=X<200',18.0,'critical/other existing credit',furniture/equipment,'<100','>=7',2.0,'male single',none,1.0,'no known property',41.0,none,own,1.0,skilled,1.0,yes,yes,0
660,'>=200',12.0,'existing paid',radio/tv,'<100','1<=X<4',3.0,'male mar/wid',none,4.0,'real estate',23.0,none,rent,1.0,skilled,1.0,none,yes,0
661,'<0',12.0,'existing paid','new car','no known savings','1<=X<4',4.0,'male mar/wid',none,2.0,car,23.0,none,own,1.0,skilled,1.0,none,yes,1
662,'no checking',21.0,'existing paid',furniture/equipment,'<100','>=7',4.0,'male single',none,2.0,'real estate',50.0,none,own,2.0,skilled,1.0,none,yes,0
663,'0<=X<200',6.0,'delayed previously',furniture/equipment,'<100',unemployed,4.0,'male single',none,1.0,'life insurance',35.0,stores,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
664,'>=200',6.0,'critical/other existing credit',education,'<100','1<=X<4',2.0,'female div/dep/mar',none,4.0,'life insurance',50.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
665,'no checking',24.0,'critical/other existing credit',other,'<100',unemployed,4.0,'male single','co applicant',2.0,'no known property',27.0,bank,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
666,'0<=X<200',30.0,'all paid',furniture/equipment,'>=1000','1<=X<4',4.0,'male single',none,2.0,car,34.0,stores,own,1.0,skilled,2.0,yes,yes,0
667,'no checking',48.0,'all paid',business,'<100','1<=X<4',1.0,'female div/dep/mar',none,1.0,'real estate',27.0,stores,own,1.0,skilled,1.0,none,yes,0
668,'<0',12.0,'critical/other existing credit','new car','<100','>=7',3.0,'male single','co applicant',4.0,'life insurance',43.0,none,rent,2.0,skilled,1.0,yes,yes,1
669,'>=200',30.0,'critical/other existing credit',radio/tv,'<100','>=7',4.0,'male single',none,4.0,'life insurance',47.0,none,own,1.0,skilled,1.0,none,yes,0
670,'no checking',24.0,'critical/other existing credit',business,'100<=X<500','1<=X<4',3.0,'male single',none,3.0,'life insurance',27.0,none,own,2.0,'unskilled resident',1.0,yes,yes,0
671,'no checking',36.0,'existing paid',business,'100<=X<500','4<=X<7',2.0,'male single',none,2.0,car,31.0,none,own,2.0,skilled,1.0,yes,yes,0
672,'no checking',60.0,'existing paid','new car','<100','>=7',2.0,'male single',none,4.0,'life insurance',42.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
673,'no checking',6.0,'critical/other existing credit','new car','500<=X<1000','1<=X<4',1.0,'male mar/wid',none,2.0,car,24.0,none,own,1.0,skilled,1.0,none,yes,0
674,'no checking',21.0,'delayed previously',business,'500<=X<1000','<1',4.0,'male single',none,2.0,'real estate',41.0,bank,own,1.0,'unskilled resident',2.0,none,yes,1
675,'no checking',30.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',4.0,'female div/dep/mar',none,4.0,car,26.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
676,'no checking',24.0,'critical/other existing credit',furniture/equipment,'<100','>=7',4.0,'male single',none,4.0,car,33.0,none,own,1.0,skilled,1.0,yes,yes,0
677,'0<=X<200',72.0,'existing paid',radio/tv,'100<=X<500','1<=X<4',2.0,'male mar/wid',none,2.0,car,24.0,none,own,1.0,skilled,1.0,none,yes,1
678,'<0',24.0,'existing paid',radio/tv,'<100','>=7',4.0,'male single',none,4.0,'real estate',64.0,bank,rent,1.0,'unskilled resident',1.0,none,yes,0
679,'no checking',18.0,'existing paid',radio/tv,'<100','<1',3.0,'female div/dep/mar',none,1.0,'real estate',26.0,none,own,1.0,skilled,1.0,none,yes,0
680,'no checking',6.0,'existing paid',education,'<100','<1',1.0,'female div/dep/mar',none,2.0,'no known property',56.0,none,own,1.0,skilled,1.0,none,yes,0
681,'no checking',12.0,'existing paid',radio/tv,'no known savings','1<=X<4',4.0,'male single',none,4.0,'no known property',37.0,none,'for free',1.0,skilled,1.0,yes,yes,0
682,'no checking',15.0,'delayed previously',radio/tv,'<100','1<=X<4',4.0,'male mar/wid',none,3.0,'real estate',33.0,bank,own,2.0,skilled,1.0,none,yes,0
683,'no checking',24.0,'critical/other existing credit',radio/tv,'<100','<1',3.0,'male mar/wid',none,3.0,'no known property',47.0,none,'for free',3.0,skilled,1.0,yes,yes,0
684,'0<=X<200',36.0,'delayed previously',business,'100<=X<500','4<=X<7',1.0,'male single',none,3.0,'life insurance',31.0,none,own,2.0,'unskilled resident',2.0,yes,yes,0
685,'no checking',60.0,'existing paid','new car','no known savings','1<=X<4',4.0,'male single',none,4.0,'no known property',34.0,none,'for free',1.0,skilled,2.0,yes,yes,0
686,'>=200',10.0,'critical/other existing credit',radio/tv,'no known savings','4<=X<7',4.0,'male single',none,2.0,'life insurance',27.0,none,own,2.0,skilled,1.0,yes,yes,0
687,'0<=X<200',36.0,'delayed previously','new car','100<=X<500','>=7',4.0,'male single',none,3.0,'no known property',30.0,none,'for free',1.0,skilled,1.0,none,yes,0
688,'no checking',9.0,'existing paid',radio/tv,'100<=X<500','>=7',3.0,'male single','co applicant',4.0,car,35.0,none,own,1.0,skilled,1.0,yes,yes,0
689,'<0',12.0,'existing paid','new car','>=1000','1<=X<4',1.0,'male single',none,3.0,'life insurance',31.0,none,own,1.0,skilled,2.0,none,yes,0
690,'<0',15.0,'critical/other existing credit',furniture/equipment,'<100','1<=X<4',2.0,'male div/sep',none,3.0,'life insurance',25.0,none,own,2.0,skilled,1.0,none,yes,0
691,'0<=X<200',15.0,'existing paid',repairs,'100<=X<500','1<=X<4',3.0,'female div/dep/mar',none,2.0,'real estate',25.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
692,'0<=X<200',24.0,'existing paid',radio/tv,'100<=X<500','<1',2.0,'male single',none,1.0,car,29.0,none,own,1.0,skilled,1.0,none,yes,0
693,'<0',6.0,'critical/other existing credit','new car','no known savings','<1',1.0,'male single',none,3.0,'real estate',44.0,none,own,2.0,'unskilled resident',2.0,none,yes,0
694,'no checking',24.0,'existing paid',radio/tv,'<100','4<=X<7',4.0,'male single',none,2.0,car,28.0,none,own,1.0,skilled,1.0,yes,yes,0
695,'no checking',6.0,'existing paid','used car','500<=X<1000','1<=X<4',2.0,'male single',none,4.0,'life insurance',50.0,none,rent,1.0,skilled,1.0,none,yes,0
696,'0<=X<200',12.0,'existing paid',radio/tv,'<100','4<=X<7',4.0,'male single',guarantor,3.0,'real estate',29.0,none,own,2.0,skilled,1.0,none,no,0
697,'no checking',12.0,'critical/other existing credit','new car','<100',unemployed,1.0,'female div/dep/mar',none,2.0,'life insurance',38.0,none,own,1.0,'unemp/unskilled non res',1.0,none,yes,0
698,'no checking',18.0,'critical/other existing credit',radio/tv,'<100','1<=X<4',4.0,'male single',none,2.0,car,24.0,none,own,2.0,skilled,1.0,none,yes,0
699,'>=200',15.0,'existing paid',education,'<100','>=7',4.0,'male single',none,4.0,car,40.0,none,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
700,'no checking',12.0,'existing paid',furniture/equipment,'500<=X<1000','1<=X<4',4.0,'female div/dep/mar',none,4.0,car,29.0,none,rent,1.0,'unskilled resident',1.0,none,yes,1
701,'<0',48.0,'critical/other existing credit','used car','<100','>=7',4.0,'male single',none,4.0,'no known property',46.0,none,'for free',2.0,skilled,1.0,yes,yes,1
702,'>=200',24.0,'existing paid',radio/tv,'100<=X<500','>=7',4.0,'female div/dep/mar',none,2.0,'no known property',47.0,none,'for free',1.0,skilled,1.0,yes,yes,0
703,'0<=X<200',30.0,'delayed previously',business,'100<=X<500','>=7',4.0,'male single',none,2.0,'life insurance',41.0,stores,own,2.0,skilled,1.0,none,yes,0
704,'0<=X<200',27.0,'existing paid',business,'<100','<1',4.0,'female div/dep/mar',none,1.0,'life insurance',32.0,none,own,1.0,skilled,2.0,yes,yes,0
705,'no checking',15.0,'existing paid','new car','500<=X<1000','>=7',1.0,'female div/dep/mar',none,4.0,'no known property',35.0,none,'for free',1.0,skilled,1.0,none,yes,0
706,'0<=X<200',48.0,'existing paid','new car','100<=X<500','4<=X<7',3.0,'male single',none,2.0,'life insurance',24.0,none,own,1.0,skilled,1.0,none,yes,1
707,'0<=X<200',12.0,'no credits/all paid',furniture/equipment,'<100','<1',4.0,'female div/dep/mar',none,3.0,'life insurance',25.0,none,rent,2.0,skilled,1.0,none,yes,1
708,'0<=X<200',9.0,'existing paid',radio/tv,'<100','>=7',4.0,'female div/dep/mar',none,4.0,'real estate',25.0,none,own,1.0,skilled,1.0,none,yes,0
709,'0<=X<200',9.0,'existing paid',radio/tv,'<100','1<=X<4',2.0,'male single',none,2.0,'real estate',37.0,none,own,1.0,'unskilled resident',2.0,none,yes,0
710,'no checking',18.0,'critical/other existing credit',radio/tv,'500<=X<1000','>=7',4.0,'male single',none,3.0,'life insurance',32.0,bank,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
711,'<0',6.0,'all paid',education,'<100','>=7',4.0,'female div/dep/mar',none,4.0,'no known property',35.0,none,'for free',1.0,skilled,1.0,none,yes,1
712,'no checking',21.0,'existing paid','used car','no known savings','>=7',4.0,'male single',none,4.0,'real estate',46.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
713,'<0',9.0,'critical/other existing credit',radio/tv,'<100','1<=X<4',4.0,'male single',none,4.0,'real estate',25.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
714,'0<=X<200',60.0,'existing paid','new car','<100','4<=X<7',4.0,'male single',none,2.0,'no known property',27.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
715,'no checking',30.0,'critical/other existing credit','used car','no known savings','>=7',1.0,'male single',none,4.0,car,63.0,none,own,2.0,skilled,1.0,none,yes,0
716,'no checking',30.0,'critical/other existing credit',radio/tv,'no known savings','>=7',3.0,'male single',none,2.0,car,40.0,none,own,2.0,skilled,2.0,yes,yes,0
717,'no checking',18.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'male single',none,2.0,'no known property',32.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
718,'>=200',24.0,'critical/other existing credit',radio/tv,'no known savings','1<=X<4',3.0,'male single',none,2.0,car,31.0,none,own,2.0,skilled,1.0,yes,yes,0
719,'0<=X<200',20.0,'no credits/all paid','used car','100<=X<500','>=7',3.0,'male mar/wid',none,4.0,car,31.0,bank,own,2.0,skilled,1.0,yes,yes,0
720,'>=200',9.0,'no credits/all paid',radio/tv,'<100','<1',4.0,'male single',none,2.0,car,34.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
721,'0<=X<200',6.0,'all paid',education,'>=1000','<1',4.0,'female div/dep/mar',none,2.0,'life insurance',24.0,bank,rent,1.0,skilled,2.0,none,yes,1
722,'<0',12.0,'existing paid','new car','<100','1<=X<4',4.0,'female div/dep/mar',none,2.0,'real estate',24.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
723,'0<=X<200',9.0,'existing paid',radio/tv,'500<=X<1000','1<=X<4',4.0,'female div/dep/mar',none,3.0,'real estate',66.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
724,'no checking',27.0,'existing paid','new car','<100','1<=X<4',3.0,'female div/dep/mar',none,3.0,'real estate',21.0,none,rent,1.0,skilled,1.0,none,yes,1
725,'no checking',6.0,'critical/other existing credit','new car','>=1000','1<=X<4',2.0,'female div/dep/mar',none,2.0,'real estate',41.0,bank,own,2.0,'unskilled resident',1.0,none,yes,0
726,'no checking',15.0,'critical/other existing credit',radio/tv,'500<=X<1000','1<=X<4',2.0,'male mar/wid',none,2.0,'life insurance',47.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
727,'<0',18.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'female div/dep/mar',none,4.0,car,25.0,bank,rent,2.0,skilled,1.0,none,yes,1
728,'0<=X<200',48.0,'all paid',business,'<100','>=7',4.0,'female div/dep/mar',none,3.0,'no known property',59.0,none,rent,1.0,skilled,1.0,none,yes,1
729,'>=200',24.0,'critical/other existing credit',business,'>=1000','1<=X<4',2.0,'male div/sep',none,4.0,'real estate',36.0,none,own,2.0,skilled,1.0,yes,yes,0
730,'0<=X<200',24.0,'delayed previously',radio/tv,'<100','<1',1.0,'male single',none,2.0,car,33.0,none,own,1.0,skilled,1.0,none,yes,0
731,'<0',24.0,'existing paid',radio/tv,'<100','1<=X<4',2.0,'male single',none,4.0,'real estate',21.0,none,rent,1.0,'unskilled resident',2.0,none,yes,1
732,'0<=X<200',8.0,'existing paid',radio/tv,'<100','4<=X<7',4.0,'female div/dep/mar',guarantor,2.0,'real estate',44.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
733,'no checking',24.0,'existing paid','used car','>=1000','1<=X<4',2.0,'female div/dep/mar',none,4.0,car,28.0,none,rent,1.0,skilled,1.0,yes,yes,0
734,'no checking',4.0,'critical/other existing credit','new car','<100','4<=X<7',1.0,'female div/dep/mar',none,1.0,'real estate',37.0,none,own,1.0,skilled,2.0,none,yes,0
735,'0<=X<200',36.0,'all paid','domestic appliance','no known savings','<1',3.0,'female div/dep/mar',none,2.0,'no known property',29.0,bank,own,1.0,'unemp/unskilled non res',1.0,none,yes,0
736,'0<=X<200',24.0,'existing paid','used car','<100','1<=X<4',1.0,'female div/dep/mar',none,4.0,car,23.0,none,rent,2.0,'high qualif/self emp/mgmt',1.0,none,yes,1
737,'<0',18.0,'existing paid','new car','100<=X<500','1<=X<4',3.0,'male single',none,4.0,car,35.0,none,own,1.0,'unskilled resident',2.0,yes,yes,0
738,'no checking',6.0,'critical/other existing credit','new car','<100','4<=X<7',1.0,'male single',none,3.0,'no known property',45.0,none,own,2.0,'high qualif/self emp/mgmt',2.0,yes,yes,0
739,'0<=X<200',30.0,'no credits/all paid',business,'100<=X<500','1<=X<4',4.0,'female div/dep/mar',none,4.0,car,26.0,none,rent,2.0,'unskilled resident',1.0,none,yes,1
740,'<0',24.0,'all paid','new car','100<=X<500','4<=X<7',2.0,'male single',none,3.0,car,32.0,bank,own,1.0,skilled,1.0,none,yes,0
741,'0<=X<200',10.0,'all paid',radio/tv,'<100','1<=X<4',4.0,'male single',none,4.0,'real estate',23.0,stores,own,1.0,'unskilled resident',1.0,none,yes,0
742,'no checking',21.0,'existing paid',radio/tv,'no known savings','>=7',4.0,'male single',none,3.0,'life insurance',41.0,none,own,1.0,skilled,1.0,yes,yes,0
743,'<0',24.0,'all paid',furniture/equipment,'500<=X<1000','1<=X<4',4.0,'male single',none,4.0,'real estate',22.0,stores,own,1.0,skilled,1.0,yes,yes,0
744,'<0',39.0,'critical/other existing credit',furniture/equipment,'no known savings','4<=X<7',4.0,'male single',none,4.0,'life insurance',30.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
745,'<0',13.0,'critical/other existing credit',business,'<100','<1',3.0,'male single',none,1.0,'life insurance',28.0,bank,own,2.0,'unskilled resident',1.0,none,yes,0
746,'<0',15.0,'existing paid','new car','<100',unemployed,1.0,'female div/dep/mar',none,4.0,car,23.0,none,rent,1.0,skilled,1.0,none,yes,0
747,'<0',12.0,'existing paid','new car','<100','<1',3.0,'female div/dep/mar',none,1.0,'real estate',37.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
748,'no checking',21.0,'existing paid','used car','no known savings','1<=X<4',1.0,'male single',none,3.0,car,26.0,none,own,1.0,skilled,1.0,none,yes,0
749,'no checking',15.0,'existing paid','used car','<100','4<=X<7',2.0,'male single',none,2.0,car,33.0,none,own,1.0,skilled,1.0,none,yes,0
750,'<0',6.0,'existing paid',furniture/equipment,'<100','>=7',2.0,'female div/dep/mar',none,1.0,'life insurance',49.0,bank,own,1.0,skilled,1.0,yes,yes,0
751,'<0',18.0,'existing paid','new car','<100','<1',1.0,'female div/dep/mar',none,2.0,car,23.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
752,'0<=X<200',12.0,'existing paid',business,'100<=X<500','4<=X<7',2.0,'female div/dep/mar',none,4.0,'real estate',23.0,none,rent,1.0,'unskilled resident',1.0,none,yes,0
753,'no checking',30.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',4.0,'female div/dep/mar',none,2.0,car,25.0,none,own,2.0,skilled,1.0,none,yes,0
754,'no checking',12.0,'delayed previously',repairs,'>=1000','>=7',4.0,'male single',none,4.0,'no known property',55.0,none,'for free',2.0,skilled,2.0,none,yes,1
755,'<0',24.0,'existing paid','new car','no known savings','4<=X<7',4.0,'female div/dep/mar',none,4.0,'no known property',32.0,none,rent,1.0,skilled,1.0,none,yes,1
756,'>=200',6.0,'critical/other existing credit','new car','<100','1<=X<4',1.0,'male single',none,1.0,'real estate',74.0,none,own,3.0,'unemp/unskilled non res',2.0,none,no,0
757,'>=200',15.0,'critical/other existing credit',radio/tv,'no known savings','1<=X<4',3.0,'male single',none,4.0,'no known property',39.0,none,'for free',2.0,skilled,1.0,yes,yes,1
758,'no checking',24.0,'existing paid','new car','<100','1<=X<4',2.0,'male single',guarantor,2.0,'real estate',31.0,none,own,1.0,skilled,1.0,yes,yes,0
759,'<0',12.0,'critical/other existing credit','new car','<100','>=7',4.0,'male single',none,3.0,'life insurance',35.0,none,own,2.0,skilled,1.0,none,yes,1
760,'no checking',15.0,'critical/other existing credit','new car','no known savings','>=7',1.0,'female div/dep/mar',none,4.0,car,59.0,none,own,1.0,skilled,1.0,yes,yes,0
761,'<0',18.0,'critical/other existing credit',furniture/equipment,'<100','1<=X<4',4.0,'female div/dep/mar',none,4.0,'real estate',24.0,none,rent,2.0,skilled,1.0,none,yes,1
762,'<0',12.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'male single',none,3.0,'life insurance',24.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
763,'no checking',21.0,'critical/other existing credit','new car','no known savings','>=7',4.0,'male single',none,4.0,'no known property',30.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
764,'no checking',24.0,'critical/other existing credit','new car','100<=X<500','4<=X<7',4.0,'male mar/wid',none,3.0,'life insurance',27.0,none,own,2.0,skilled,1.0,yes,yes,0
765,'0<=X<200',12.0,'existing paid',radio/tv,'<100','>=7',3.0,'male mar/wid',guarantor,3.0,'real estate',40.0,bank,own,2.0,'unskilled resident',1.0,none,yes,0
766,'<0',30.0,'existing paid',furniture/equipment,'<100','<1',2.0,'male div/sep',none,4.0,'life insurance',31.0,none,own,1.0,'unskilled resident',1.0,none,yes,1
767,'no checking',10.0,'existing paid','used car','no known savings','<1',1.0,'female div/dep/mar',none,4.0,'real estate',31.0,none,rent,1.0,skilled,1.0,none,yes,0
768,'0<=X<200',12.0,'critical/other existing credit',furniture/equipment,'<100','>=7',1.0,'male single',none,4.0,car,28.0,none,rent,3.0,skilled,1.0,yes,yes,0
769,'no checking',12.0,'critical/other existing credit',radio/tv,'<100','>=7',2.0,'male single',none,4.0,'real estate',63.0,none,own,2.0,'unskilled resident',1.0,yes,yes,0
770,'<0',24.0,'existing paid','used car','no known savings','>=7',2.0,'female div/dep/mar',none,4.0,'real estate',26.0,none,rent,1.0,skilled,1.0,none,yes,0
771,'<0',36.0,'critical/other existing credit',education,'<100','1<=X<4',3.0,'female div/dep/mar',none,2.0,'no known property',25.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
772,'no checking',21.0,'critical/other existing credit','used car','<100','>=7',1.0,'male single',none,4.0,car,36.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
773,'no checking',24.0,'critical/other existing credit',radio/tv,'100<=X<500','>=7',4.0,'male single',none,4.0,'life insurance',52.0,bank,own,2.0,skilled,1.0,none,yes,0
774,'>=200',12.0,'critical/other existing credit','new car','500<=X<1000',unemployed,2.0,'male single',none,4.0,'no known property',66.0,bank,'for free',3.0,'unemp/unskilled non res',1.0,none,yes,0
775,'<0',24.0,'existing paid','new car','no known savings','1<=X<4',4.0,'female div/dep/mar',none,4.0,'real estate',25.0,none,rent,1.0,skilled,1.0,none,yes,1
776,'no checking',36.0,'critical/other existing credit','new car','<100','4<=X<7',4.0,'male single',none,4.0,car,37.0,none,own,2.0,skilled,1.0,yes,yes,0
777,'<0',18.0,'existing paid',radio/tv,'<100','4<=X<7',4.0,'female div/dep/mar',guarantor,1.0,'real estate',25.0,none,own,1.0,skilled,1.0,none,yes,0
778,'no checking',36.0,'critical/other existing credit','used car','>=1000','>=7',4.0,'male single',none,2.0,car,38.0,none,own,2.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
779,'0<=X<200',18.0,'existing paid',repairs,'<100',unemployed,2.0,'female div/dep/mar',none,4.0,car,67.0,none,own,1.0,skilled,1.0,yes,yes,0
780,'0<=X<200',39.0,'critical/other existing credit',radio/tv,'<100','4<=X<7',2.0,'male single',guarantor,2.0,'real estate',25.0,none,own,2.0,skilled,1.0,none,yes,1
781,'no checking',24.0,'critical/other existing credit','new car','>=1000','>=7',4.0,'male single',none,4.0,'real estate',60.0,none,own,1.0,skilled,1.0,yes,yes,0
782,'0<=X<200',12.0,'no credits/all paid',retraining,'<100','1<=X<4',2.0,'male single',none,2.0,'real estate',31.0,none,own,1.0,'unskilled resident',1.0,yes,yes,0
783,'0<=X<200',12.0,'existing paid','new car','100<=X<500','<1',4.0,'female div/dep/mar',none,2.0,'life insurance',23.0,bank,own,1.0,'unskilled resident',1.0,none,yes,1
784,'0<=X<200',20.0,'existing paid','used car','no known savings',unemployed,1.0,'male div/sep',none,4.0,'real estate',60.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
785,'0<=X<200',18.0,'existing paid',business,'>=1000','1<=X<4',4.0,'male single',none,2.0,'life insurance',35.0,none,own,1.0,'unskilled resident',1.0,yes,yes,0
786,'no checking',22.0,'existing paid',radio/tv,'500<=X<1000','>=7',3.0,'male single',none,4.0,car,40.0,none,own,1.0,skilled,1.0,none,yes,0
787,'no checking',48.0,'critical/other existing credit','used car','no known savings','>=7',4.0,'male single',none,3.0,car,38.0,none,own,2.0,skilled,2.0,yes,yes,0
788,'0<=X<200',48.0,'delayed previously',education,'<100','>=7',4.0,'male single',none,4.0,'no known property',50.0,none,'for free',1.0,skilled,1.0,none,yes,1
789,'<0',40.0,'critical/other existing credit',education,'<100','1<=X<4',4.0,'male single',none,3.0,'no known property',27.0,bank,own,1.0,skilled,1.0,yes,yes,1
790,'0<=X<200',21.0,'existing paid',business,'<100','>=7',2.0,'female div/dep/mar',none,4.0,'life insurance',39.0,none,own,1.0,skilled,2.0,none,yes,1
791,'no checking',24.0,'existing paid','used car','no known savings','>=7',3.0,'male single',none,4.0,car,41.0,none,own,1.0,'high qualif/self emp/mgmt',2.0,yes,yes,0
792,'no checking',6.0,'critical/other existing credit',furniture/equipment,'no known savings','1<=X<4',1.0,'male mar/wid',none,2.0,'life insurance',27.0,none,own,2.0,skilled,1.0,none,yes,0
793,'>=200',24.0,'existing paid',furniture/equipment,'<100','>=7',3.0,'male div/sep',none,4.0,'no known property',51.0,none,'for free',1.0,skilled,1.0,none,yes,0
794,'no checking',24.0,'existing paid',furniture/equipment,'500<=X<1000','>=7',4.0,'male single',none,3.0,'no known property',32.0,none,rent,1.0,skilled,1.0,yes,yes,0
795,'no checking',9.0,'existing paid',furniture/equipment,'100<=X<500','<1',2.0,'female div/dep/mar',none,4.0,'life insurance',22.0,none,rent,1.0,skilled,1.0,none,yes,0
796,'<0',18.0,'existing paid','used car','no known savings','>=7',1.0,'male single',none,4.0,'life insurance',51.0,none,'for free',1.0,skilled,2.0,yes,yes,1
797,'no checking',12.0,'critical/other existing credit',furniture/equipment,'<100','<1',2.0,'female div/dep/mar',none,4.0,'life insurance',22.0,none,rent,2.0,'unskilled resident',1.0,none,yes,0
798,'no checking',24.0,'delayed previously','new car','no known savings','>=7',4.0,'male mar/wid',none,4.0,car,54.0,none,own,2.0,skilled,1.0,yes,yes,0
799,'0<=X<200',9.0,'existing paid','new car','no known savings','<1',4.0,'male single',none,2.0,'real estate',35.0,none,own,1.0,'unemp/unskilled non res',1.0,none,yes,0
800,'no checking',24.0,'critical/other existing credit',education,'<100','>=7',4.0,'male single',none,4.0,'no known property',54.0,none,'for free',2.0,skilled,2.0,none,yes,0
801,'0<=X<200',18.0,'critical/other existing credit',radio/tv,'<100','>=7',3.0,'female div/dep/mar',guarantor,4.0,'real estate',48.0,bank,rent,2.0,'unskilled resident',1.0,yes,yes,0
802,'<0',20.0,'critical/other existing credit',furniture/equipment,'<100','>=7',1.0,'female div/dep/mar',none,4.0,'life insurance',24.0,none,own,2.0,skilled,1.0,none,yes,0
803,'no checking',12.0,'critical/other existing credit',radio/tv,'no known savings','>=7',4.0,'male single',none,4.0,car,35.0,none,own,2.0,skilled,1.0,none,yes,0
804,'0<=X<200',12.0,'existing paid','new car','no known savings',unemployed,1.0,'female div/dep/mar',none,2.0,'real estate',24.0,none,rent,1.0,'unemp/unskilled non res',1.0,none,yes,0
805,'<0',36.0,'existing paid','new car','<100','4<=X<7',2.0,'male single',none,1.0,car,24.0,none,own,1.0,skilled,1.0,yes,yes,1
806,'0<=X<200',6.0,'existing paid',radio/tv,'<100','<1',3.0,'male mar/wid',none,3.0,'real estate',26.0,none,own,1.0,'unskilled resident',1.0,none,no,0
807,'no checking',12.0,'critical/other existing credit',radio/tv,'no known savings','>=7',4.0,'male single',none,4.0,'real estate',65.0,none,own,4.0,skilled,1.0,none,yes,0
808,'0<=X<200',42.0,'all paid','used car','<100',unemployed,1.0,'male single',none,2.0,'no known property',55.0,bank,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
809,'0<=X<200',15.0,'no credits/all paid','new car','<100','<1',2.0,'female div/dep/mar',none,1.0,'real estate',26.0,none,rent,2.0,'unemp/unskilled non res',1.0,none,yes,1
